,TX_HASH,BLOCK_TIMESTAMP,AMOUNT,ORIGINCHAINID,DESTINATIONCHAINID,ORIGIN_FROM_ADDRESS,ORIGIN_TO_ADDRESS,CONTRACT_ADDRESS,ROWNUMBER,COUNTER
34,0x9d0183992ad300a16e73aac5149a1da64bef08eb665ca7c82efccbfa31374fe0,2022-07-22 04:18:08.000,51.0,137,42161,0x08fecb006f7edce664edf7b21f61f5efc4d7acf9,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
35,0x0c12a87afddc97f6e2498011e101e5cf3bb18c4ca470046ef56276d595501dda,2022-07-22 03:10:48.000,78.367073,137,42161,0x0949c8d6aa7ad809ea08216f327ecf8a3c6b6518,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
36,0x7c936b0e357a30361747fc78e9b5959deb01aa681adca07cc5ff2f09488ee22c,2022-07-22 05:48:30.000,51.0,137,42161,0x098d3b9d61de50bd85059969d1b302047d0ac73a,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
37,0x71da92fbefe00e5edc25ed16007795a110e51ce4f20aa13cbc6a65f0c2c4ea7d,2022-07-22 03:39:40.000,56.0,137,42161,0x0a9dafaed64f012ce737c5b807c653293397b117,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
38,0x853fc510c940e5d89f95fb6e83698060c937e6a296c4553baa84b98615c9fab1,2022-07-22 01:05:06.000,55.0,137,42161,0x0b0f9f02d9aef778433dea88c4bec341d6c86834,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
39,0xd71c92806525bc8a0d3648330b4365760acadb840233b187bc68446467279f90,2022-07-22 02:50:32.000,1200.0,137,42161,0x0bda47a7ac965c5aaf8f7c6391c88ddead8d5aef,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
40,0xdc31160ea4cc676e5d6a0d15109d46bfd3d829a69aa58d1ae349db2e525a145f,2022-07-22 01:06:24.000,60.0,137,42161,0x0c43d79baeba1acb896b4e35f02615eb25c3e4aa,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
41,0xdfbeadcadb6a5c8607aa6fb552e5002837d5b72e7ff3c5242ab700d05c918776,2022-07-22 01:15:20.000,65.0,137,42161,0x0d3b8744600da2e200d2a46f676fd5a29b7bd1bc,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
42,0xf36835f49f081d31257d8a3503971f254694968c68ef2bab9dbb3642ff427e72,2022-07-22 05:38:40.000,55.0,137,42161,0x0dd94484c2f2cf7cf63bf6e0e445796a724246cc,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
43,0xd890fb79e7ebd3871b9f5e006fd83f0e9b3c0dc48e825bc9249eca5982e5acf4,2022-07-22 07:39:10.000,51.0,137,42161,0x0de3f84782427380c6588a9dca8675a5c40893cb,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
44,0x14bd47a6b0c834960a6ebbcac5a478ce5568a97b4bd1ca227bad3493ba2ab2ad,2022-07-22 07:52:24.000,79.211047,137,42161,0x0df68ee531dab63d651132c7f56c6cdfe2689d19,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
45,0x89bce782a715c0a45665d5d8d88ee9c71435f6c2cb2fc18700011f8b64eb7d1f,2022-07-22 05:34:54.000,54.024469,137,42161,0x0ed318b5588583fe88fff3eb6c258461da10dfe7,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
46,0x0ab016122e39f8dfe3835b4ef141c3c1924832153c81dd8c881ea5d7dbc765e9,2022-07-22 05:44:50.000,50.1,137,42161,0x10eb74e3bf7aa53c4ce96468a318e5813dcb9a9b,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
47,0xc02d086dfe81544713e0b8dcaf03334f0d9db5b3834d52225e79a51cd3c068b8,2022-07-22 02:01:24.000,100.1,137,42161,0x11a7dcf5beb6c04e6ae72c74870c6ca3f0d1afd9,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
48,0xadbf75ddd235c07b87c5466fe106a725f3d6c888b3876f815b2c06750b0af3fa,2022-07-22 05:46:30.000,52.0,137,42161,0x11c74ea53003c8b495c76c8ce625b9680bcdb2e0,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
49,0x84fe1653899527506b7d77f41e617044b436d21a22e10166a6ebf45eb9fd99f7,2022-07-22 01:16:14.000,52.5,137,42161,0x121e1573b7c6c15aa4c036d54bfd2974cf38a163,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
50,0x24eba998702dd256281a96d3230c2cd98d17598218012cb18334cd757ba23cc6,2022-07-22 06:11:18.000,55.0,137,42161,0x124040438cd59bb7014906569ea46580ffe9ec0e,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
51,0x342e8ec84f744bc6a2b529a531cb6e44ef7c039140c25b4a7ad386b0c387a438,2022-07-22 06:11:18.000,55.0,137,42161,0x12c71b5ef0d1dcc074c3bf96d4e1ebb3d4a35701,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
52,0x77c71706cb518815ed1404a8b3ffde3e61f95c0b3b4fb341c305fc2fcf1c3a70,2022-07-22 03:24:04.000,53.0,137,42161,0x136ac9a9d59cfb320c8ad17f9fd37b4988c5528e,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
53,0xbb75e7d2fabb9f3191b6634be1caa5c5ae95209a9fa052b19ab94a0db5467494,2022-07-22 05:18:06.000,60.0,137,42161,0x13988cef5721a77e9a873b9c988559abd698516a,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
54,0x9462351e83da5fcae720bbcb94507bc024af17e9c45f6b36d26c135cc6a7b06a,2022-07-22 03:01:50.000,50.0,137,42161,0x13e35b33b929bd96a004ea88d1fec552b205a23b,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
55,0xba94a098381b8dd3d35d3e5a0bb4a83496df5ae5620a8ca31cb4d7c5e44398b7,2022-07-22 04:11:48.000,52.383744,137,42161,0x14d15f15f1151d82e0aa5f2443b7da68f981424c,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
56,0x40c7b5c39479080152458cbf53a4780b9cd63fce869e92ed88b10c75d0ff1243,2022-07-22 05:54:58.000,55.0,137,42161,0x1598c1f14d4563d0f2a27d9c125e43e73bac3e55,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
57,0x5cef02651f2ebebf4c5fef32d47fe589bc500a1620a74c3fe68d60fa5890a95e,2022-07-22 06:38:46.000,51.0,137,42161,0x15d67fc9deec198977688c7a25a8db2ca2b477ac,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
58,0x74d8bf70cb1708aa81876bcb574457cf7f9b8eb1167c5fd407880b6dfa86cba7,2022-07-22 01:47:10.000,50.0,137,42161,0x15f0956df7f8170ce682398de876a6ae47bbfd00,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
59,0x6990e481210f3623c60d2f21fcfc6b2929ec485626236ef217953108c8e95837,2022-07-22 03:45:32.000,52.0,137,42161,0x15fab1cc5262d69853b1196f74d38c7fc96fc6d7,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
60,0x0883dc16ec6b69803c8be724d87a1e1b1d83d20e66b04ffe3d194d985e055438,2022-07-22 05:34:14.000,56.0,137,42161,0x1626255e55b3c8fa14c933646534e9f8726c649a,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
61,0xc79ee8cb72816efc875bd66483134011a12058a892a73078743877b7466492cd,2022-07-22 06:24:44.000,88.0,137,42161,0x177821cbe97b3eb0a20de1fd534bc7160cbcd76e,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
62,0x1c9db3bafa486a7cc092fbc7e96e95f1efa52f20f1d55102570baa501a634a71,2022-07-22 03:54:52.000,52.0,137,42161,0x17918f0cd537e0523b24b590139fa0f99c06c4cf,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
63,0x9e633b286171a8a6b1f29d5e0cf2a5ae9b3ced1c4b42483ab033b51f57fa9d97,2022-07-22 06:27:56.000,55.0,137,42161,0x17dcc6ce266c485038a69d9e6e01baec1b99cc22,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
64,0x64cea057245c5c0269fa4e7a30c719a1383f7335571b5bb9cd0b15b059d714a3,2022-07-22 03:22:14.000,51.0,137,42161,0x17dfd18987b6b131686fea478600b75d11193335,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
65,0xf60abf5eed81fe4d85c6ffd9c386dbb14cd7f14b06ffe9d6ba0f175f3e765fc0,2022-07-22 06:16:38.000,51.0,137,42161,0x17f04c9219b9baac3275b00457ca9a93b25e63d9,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
66,0xeb32ac96bf8f5235d2957a0b52352b65b9ae27d456d1d741f2b81b9d9f334504,2022-07-22 06:16:36.000,54.0,137,42161,0x18494636ed501765d3f9ad5795970717484b350c,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
67,0xcbaa5fe45f0b716a6e80060f7db7021a4d1caef0ba1a21cd234723cbfc997584,2022-07-23 05:02:50.000,50.4,137,42161,0x18494636ed501765d3f9ad5795970717484b350c,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,2,1
68,0x05e23ac867b49baf357b4e1a63c1d093f4e458c65c0bfc7613c4ef5cf12a40bd,2022-07-21 09:18:03.000,100.0,137,42161,0x18e92faead9e7ba45ca96665033ae5f99dcd82f2,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
69,0x5072074b68a86414f2f9a4168734bc747db492266278040b098eb326283f8bdb,2022-07-22 03:36:28.000,55.001134,137,42161,0x191e9b7eac595546fe633ed106b6e0a27231eb38,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
70,0xb491ea1dafd6310315fb4b3213ef2ba378d1db07448b38452ea9e3063ba1ecd3,2022-07-22 05:50:30.000,54.0,137,42161,0x1982594f0532e240a50a7b7ffaded7542577873c,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
71,0x1db27bee473187cb418ca668a87c13b828ba840644dcae6ff1ea4cf36c25f816,2022-07-22 02:52:14.000,100.0,137,42161,0x1a55a5aaa3b462e8273bee6bd813fea4744f651a,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
72,0xf8a03ef691f79a7ab716a791d7c055f2135f1bf681788452affcc3f36247f6b7,2022-07-22 05:14:24.000,51.0,137,42161,0x1a74d0285a569120aa2836cb2b0fa58038adb800,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
73,0x0699c0d6bdb0027da8fa9d149e63fb35a5ddc35abb6c56eae4fb7919b944f182,2022-07-22 01:37:42.000,50.0,137,42161,0x1afe8a03214bf47300c2b3b7918ffda98fb359c8,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
74,0x1c4b24da65a423b494bb7e3f38ad69093007de3be2d78a48d180280931e70d7a,2022-07-22 06:00:52.000,52.0,137,42161,0x1b081542303d27a705fcff9512b45c58dd7dc4a9,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
75,0x1a7894b6401222b0f434d4f50f1431fc1b641e0b61d5eb3b02c5d70bfe38588b,2022-07-22 03:48:56.000,51.0,137,42161,0x1b3d0cf3e6ee205b53b9dce995f0e6d596bde03b,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
76,0x6e56294dcd317ae21c44c74e41efba516eb22d0c19444abc3842e1d3d7812042,2022-07-22 05:20:18.000,51.0,137,42161,0x1c368801a0dd6b4c6a158bc9647e2903ba6265da,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
77,0xe899259b988db57763e9c160a20b34eeb963d914e48536a5b721ae9424bf579b,2022-07-22 00:51:34.000,51.0,137,42161,0x1c721671916560c9ab5b7c5406e152b750eb03a2,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
78,0x638c59ebe6f23501909ec8a9d6dc5874e874b080d107b102ebb82d5c86b8a7b7,2022-07-22 06:56:54.000,76.807368,137,42161,0x1c85d6ae1336d0e4e3f165bbfa9641bfa04cedb1,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
79,0xca65a1598c30c421f1650ea4250e9a2c12dc92dc7eea7e676433321e88d4b574,2022-07-22 01:31:42.000,50.5,137,42161,0x1cc5c8ae16b8c5857c41981cafe958d592c3ba7e,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
80,0x0cfd53b8e5570188e5d33650d34bcb1486fa27311658b5a931f824c4fd4fb171,2022-07-22 05:20:12.000,54.158289,137,42161,0x1cd14602425efead850db5b2ecb6f6fb9059e7b6,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
81,0x34e2ac1398e8b326b260407ecf16adde4395d220d8e1d36fe19549429ca4304a,2022-07-22 02:43:48.000,52.0,137,42161,0x1d4fc5a249b0702468ca520f33b34f92f2fd25d4,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
82,0xad59bde58c110c7d7f259798d01cd3a3f3e7ab717ed576dea45c7faf90c1396c,2022-07-22 06:26:02.000,55.0,137,42161,0x1da2b720573f28c440ebee2124dced243fc05bb6,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
83,0x4225ecd275d932dfae79a41cf4a7bd2f5f10307c810ed97094fd567ca7c33a53,2022-07-22 06:38:26.000,51.898699,137,42161,0x1dc539c48c579299841535abf69b682ceec1033a,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
84,0xc2be90d686f246da98b43a534e17f4a02594ce126abcadd2499f38dfb7e8c2c8,2022-07-22 02:35:40.000,50.0,137,42161,0x1e55d5c09beb9f97e55809e5a9a00f209fdf3671,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
