,TX_HASH,BLOCK_TIMESTAMP,AMOUNT,ORIGINCHAINID,DESTINATIONCHAINID,ORIGIN_FROM_ADDRESS,ORIGIN_TO_ADDRESS,CONTRACT_ADDRESS,ROWNUMBER,COUNTER
85,0x2c822a7d55cb7b9a7bdab61ffe1636af457d2ab5c03434acca31a5294d6ab28e,2022-07-22 02:13:08.000,50.0,137,42161,0x1f14c2f40400471fb4a3aef1390f6bbbf2ad8f99,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
86,0x32689dc5444abc749d8ac7054da7eab042178516ced39278077c121bfd54c341,2022-07-22 03:18:56.000,53.113017,137,42161,0x1f44bcd464fa5bffa4b759e605efa18bb313bf35,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
87,0x8aa8a568987182c8bdea01dfefa413bb487f749be8a1bc8fedb9adaebbbf4dee,2022-07-22 01:40:22.000,58.0,137,42161,0x1fa1cff20a6ee8126c850c791f40e99a0d1a1f9b,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
88,0x35c15ad2b203fcee19e9be4fbd3a0a0b0e222020fd8c608b578e4d3081281439,2022-07-22 06:27:56.000,55.0,137,42161,0x1fe2a51f2c800f5a3a72517e92dc2e4106a6248d,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
89,0x43c32207b1c322a3cf1f62ffd4dbcb7298239c0d66ae931e456b44c03bfb3ee4,2022-07-22 01:08:56.000,50.0,137,42161,0x2031cc88e566e08e7cbd0b8363d36a4141731503,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
90,0x075e4f336b79fb0ecec975853a72002f5fa031beaf0cebbbbecf83aa2293a4ca,2022-07-22 02:03:00.000,50.0,137,42161,0x205f12866dea6efb18fc2f62f1c59a59c4755ede,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
91,0x17a6b8202f5490e079b075fd7a2118853c43172dd9f5df74ec550c3c2ca591f2,2022-07-22 06:04:50.000,55.0,137,42161,0x211c8d907378a2cf695efc183c2c4dee322867b6,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
92,0x6b5906fae02ddf6ab97764d964c54a06bb0a7240bbbcca377a62f5c96c9451f8,2022-07-22 06:59:02.000,79.68774,137,42161,0x2145814e43a49844d7f03a4d00fc240c7c8e329b,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
93,0x355f68e3131e14b0a7c9bc0de7aa25b83bc007d8a74f434717270afdbf0a7a54,2022-07-22 05:54:34.000,52.0,137,42161,0x235528c3a4dba280582d14b2d8caa9e6389d1567,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
94,0xcfe52b630d0328ce2b870a8888f09845de31859d2dfc7cc772cb2ef081875cee,2022-07-22 04:20:50.000,51.443047,137,42161,0x240c0e67154c971bb22c284ba04196258d6a5099,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
95,0x76337bc87fc7cbcdb30b697f0750f89ed1625dfe274829aebdd5fee8298a9cb7,2022-07-22 04:01:44.000,50.6,137,42161,0x25382a5f407a31c1996bbf96fbb92a690497288c,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
96,0x4689fef43bb693aaaac578c7c7dffb2d400844e33978160fd8bd18ee53df3805,2022-07-21 12:07:33.000,9793.701885,137,42161,0x25e6d7b6a6dbff4e9775f0988c4125ec1a65681d,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
97,0x2a159925517bd5039c881f7e454d6a2599a907269dc3ea96291cde4aaae7777a,2022-07-21 12:37:25.000,9681.58776,137,42161,0x25e6d7b6a6dbff4e9775f0988c4125ec1a65681d,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,2,1
98,0x96603fcc1edcb05c2873cd60432b5d5e5224594430c5ddcc5d1b6909f5afeb1f,2022-07-21 12:50:53.000,9644.506024,137,42161,0x25e6d7b6a6dbff4e9775f0988c4125ec1a65681d,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,3,1
99,0x9ddbb033c3aea2cb54718bb817c5d9b428b9e3d7ea49fa23145cb35cd547320c,2022-07-22 06:11:20.000,55.0,137,42161,0x266bd858c38b7b70b4759fc91dc3b759c560e5bc,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
100,0x77765c66fdb382a996f1615f917e6585e09749fbbb1c8a23b7b8ef2beca70467,2022-07-22 03:59:14.000,50.464842,137,42161,0x269e07eac18b3681f3447263c28a766457ff074b,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
101,0xfd5bfdd61c9b5a66666d6b8c2772cd3aad7a96bbb6f9cd7359925ee0cce3a9c0,2022-07-22 06:41:28.000,51.0,137,42161,0x269f22e60696e213d3a66d8e7f59a9c66b40c9dd,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
102,0x33b5cf15634c578c8d44300f8973bc4ce6f3668a769547f46490f024d00fb4e7,2022-07-22 06:42:12.000,51.0,137,42161,0x273d4c6f62b79ac79f42575a6fe8ef58764e072b,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
103,0x90f7e02661725c6760c767b27bf3e34d8e3c939450c6c9298eb6aa4bdfe64e86,2022-07-22 04:42:06.000,51.0,137,42161,0x2744a205b3a599508295e53d0290b949104d57f4,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
104,0x54f91503757f4c4c3beb2e1da91695ff4dcbcabd24217bf7446840338e3a6c4e,2022-07-22 07:09:50.000,54.0,137,42161,0x278e2ddc31ee9fe61e73b10ee5ce5fbf5a401049,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
105,0x3311176ef77307f29ebaf7d4b7a16e0ad7f20aa22666306e7889cb4b0dab3ea2,2022-07-22 05:24:04.000,52.0,137,42161,0x27a886862492783cb03eb0c44261809c8915ed27,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
106,0xbc1d2f6175d4c6a1df768281fb852b53b0e34addec470df2ddb36d152210c333,2022-07-22 03:08:00.000,51.0,137,42161,0x288457ac35bbdf035845acb7f2a310bbf7a74c52,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
107,0x9bfac9e87f6e985f207f9f18f087d8341ccef418a4552bcfc7cf606e44dd2a49,2022-07-22 06:59:46.000,51.0,137,42161,0x28d7100e24926786cf39038687b2f0d6ccb8dd93,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
108,0x907bc1290739fef05c9df4c0a12d24fbf1c08443e65b46b29edf5d645af176b1,2022-07-22 03:44:12.000,51.0,137,42161,0x2908790cec0da7786c8e954162d753a07a98b344,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
109,0x7dbb153873be90dbccd60dce0bf2d71bb7e253118346af654eed2deffcb4d4f3,2022-07-22 00:59:28.000,100.0,137,42161,0x294c2a8bd233fad3d9c29e9362a42f8881f4461b,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
110,0x69e333136830ccd435358fe8ab38c43067899c6bd856d74e6b8b3da64849164c,2022-07-22 00:52:28.000,50.5,137,42161,0x298523faa843ca40e83b7934170ca874a4fa1b04,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
111,0x668a51c775c08b8e8d72fe0b4706b4f46860d7f6b5824e5eb9a7b73a0350631b,2022-07-22 00:49:46.000,51.0,137,42161,0x29fc5e9ea1d669087db643cae2c81726e6a791ac,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
112,0xd912f88224e29b0efff46981c3782ff3f71f39f7a6a51882c40ee287d7e16dd7,2022-07-22 03:37:04.000,104.0,137,42161,0x2a630e648db8677b0cfc2fc17bd93db5cc604d85,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
113,0x11e1230420b6ccf92b771bd930d3e0edf3f92db9d157991e21790869de78b8d5,2022-07-22 04:38:48.000,51.0,137,42161,0x2a92195a610f21f8da1801ff9756aaa11319ef68,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
114,0x60a5f0d0b9f08434279290f9755c42e739779ce7093c9dde484642e05582ca50,2022-07-22 00:31:48.000,50.0,137,42161,0x2b179b7096773c20e3bc975e79bfdf649cafd474,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
115,0x16054b16f685aa6f8960feb2e54a0bdcbd9d21160e1ead21f7ea45f282ab20bb,2022-07-22 07:21:08.000,51.0,137,42161,0x2b43b3fcc798bb824b927e26f75f4caa4cb3ba57,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
116,0x990921b2ca23c4345b42ed86c4fb4dc04de398f5aa770ec91119ee969ecf82b7,2022-07-22 01:12:52.000,63.0,137,42161,0x2b794662176cce58a59c929d80c70d460047d08c,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
117,0xd0671678d08c59385e2f79b01db89ffda4140db9fb3242d1eebde02f99406603,2022-07-22 03:46:34.000,51.0,137,42161,0x2b840a936af74b20541aa3bd820bf488af1a6715,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
118,0x29eec8f4901ab28b921d8ae54566372a2cab6c092f7355243550278ac28c6ea6,2022-07-22 04:37:18.000,52.0,137,42161,0x2bae4279c318722aaa544d3114c6984d4315cd84,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
119,0x2650862df5c018a05cb9039d1ed38489696acaa43648da796779a18a02c0e99d,2022-07-22 00:33:16.000,50.589499,137,42161,0x2c05f3e0daff3150f57fa5865f3f2c470ce67161,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
120,0x2755c296603aa01934ef723debcb43c390df6a09608a1694609ca757d342c933,2022-07-22 03:31:36.000,110.0,137,42161,0x2c16112b8f16d7efaf2191d798bbb2d16ef90a64,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
121,0x8cff02a0f8777a44363c823083361c0aa4c58516ec70a26a991ad1dbc1cdb88c,2022-07-22 05:26:16.000,50.1,137,42161,0x2c3b3338543ec85a98f4cfae089d1821453bb62f,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
122,0x95bf9384881246a04ec38133f7d38ea2fdf1521fda267270c5b0f24be1569a63,2022-07-22 04:42:06.000,51.0,137,42161,0x2c6141c6c7aaf27dd1be50bfdf5409f0ca986ee2,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
123,0x1ca1431a4f33f1492ebcd3af29770e12e5a09733a52de38de8ed52b5962a9bad,2022-07-22 05:29:42.000,50.0,137,42161,0x2ca4ad605ca875e2725356e53b43071c1e857cdc,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
124,0xc57b736289fca3cba2377180a805549dc509bcec04adfac4ecf8229ef8838a7e,2022-07-22 01:38:22.000,100.0,137,42161,0x2cbb5cbafc00a45022c1ff8a2db02fc39a180fd5,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
125,0x273622aa36de36d2a3a4d4cc66c78ee5cf3d1463c030d6a55fff78212024f95c,2022-07-22 05:25:52.000,52.013,137,42161,0x2d782b4e65db9f5545774801494b48047897d060,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
126,0x9dda90b4b0b09d631a324de5a4876bf989820faca3288da284cdc734ddc6fd51,2022-07-22 02:51:12.000,55.947595,137,42161,0x2d807d7ce64a9c591db28e4bf9bc117bcf573263,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
127,0xfde89c27829354fd827a5e584b59590483375c0ce856f75ae5781dd5250375cf,2022-07-22 06:11:18.000,55.0,137,42161,0x2df60e2f7ce452e67be1cf8719304154a39e862d,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
128,0xa040d9280c4f75233a831ea445baa8af584be9de641ac82dbdbf6b2d26bf45a3,2022-07-22 06:11:20.000,55.0,137,42161,0x2e4726fa9f8709df757a71088f1a71d91154957e,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
129,0xccc81614cdd05291027e853f68698bfa8a01ad44b45d4f0f7d5fc14a6fb00baa,2022-07-22 06:43:08.000,56.279654,137,42161,0x2e5300eabf71950b00ddd6a59690cfd8852ad3b9,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
130,0x2a8e1cb505ec5bc197d421c18ab05e90e7288c9c705145248edc5531c03fdd4d,2022-07-22 06:11:20.000,55.0,137,42161,0x2e5ad9f3630f6638ca337bd8c2567da09430660b,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
131,0x7b648ce91a8e80596d5dd8624d6befbc85eb62968c935867eada7253cca35a0f,2022-07-22 01:07:14.000,73.0,137,42161,0x2ed0f4e9769591d8eff038abd884187c8101c7f3,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
132,0xecca26161b6beee48ed3ab8572aacc96778f2c55731537b6394cd634094c6ca6,2022-07-22 07:32:14.000,55.0,137,42161,0x2f3908af642de9385aace4e9f75d6755fb2cacc1,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
133,0x349fd7397d4c72cf9e6f1ae301082f80258e50c0b275d9f6593308ed8a040758,2022-07-23 19:37:29.000,200.0,137,42161,0x2f3908af642de9385aace4e9f75d6755fb2cacc1,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,2,1
134,0xbff4d2aeec6e66a21eb93ad7d5e43f3c26eff334f6d2892e69805bcdc1dfbed0,2022-07-22 05:30:50.000,51.0,137,42161,0x2f67dfdabb01bd5d5700c1c5967f825a1ec4008d,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
135,0x7c786a710352996d65826cb251dd047fa68a503262e59e6d324e978d07884072,2022-07-22 05:37:48.000,62.41639,137,42161,0x2fcb2936ded04af52078a78b300730a07a401aed,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
136,0xc386e27c528d4cd6a2497e65ada4fd836df6723a14e6466382b1855394f73f7b,2022-07-22 06:04:44.000,54.0,137,42161,0x30070c3be65516b842f03159ec0ecb7e43247dc9,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
137,0x45eb2d47d8c1de1bd5fb13e4463e9d4e18ea27358d6bc5a621f3b693361f5ac1,2022-07-21 03:37:14.000,167.997879,137,42161,0x30b7666a760cc3936e2c03638af18799efa7f0dc,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
138,0xdec6e6efb2df88b85cbcb44c1fc7aadfe3793fdb71b52b3ace73e0c83a7847dd,2022-07-21 04:15:50.000,167.021529,137,42161,0x30b7666a760cc3936e2c03638af18799efa7f0dc,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,2,1
139,0x7d491f66fbee8cc7f8550565d158150b30701984e76c797c500f734ae700d7c7,2022-07-22 03:41:32.000,99.296529,137,42161,0x30b7666a760cc3936e2c03638af18799efa7f0dc,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,3,1
140,0xe364c202cd9659466f305ac42597b0f8704cff569f6871e008c52d288ec31601,2022-07-22 06:46:48.000,101.0,137,42161,0x315e1a5c796b734585c27e615b774441372fbd08,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
141,0xf15b655f5e472d9b8f9db78b67ff2512d81c0117f849d11f712f6e3510b30a1a,2022-07-22 03:20:12.000,66.144842,137,42161,0x315f8ea109dd7fcda2b0e6b7fa4d7a4ab0e16de3,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
142,0x9b6381d97dba780f710d276569fa52cf38f3040d8b165505eb2ed73aaa65b704,2022-07-22 03:16:54.000,100.0,137,42161,0x328adb38154da8f93ce0ffc47c26055e1975299b,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
143,0x8afd675759b95bc73b40fe79e446afb5e98848baf05c02a0a660876ec8df2e38,2022-07-22 00:31:38.000,52.0,137,42161,0x32c2741dc6621ccd32d868727be74dcdc7ab332f,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
144,0xcae00d50b67962d85b32398f9b884ca6fa61569fc30677f0126b1017941a53a1,2022-07-22 07:14:08.000,50.25,137,42161,0x32e4efc207af388109c0474eae87cddc54fe7ad2,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
145,0x772db6a6db2727b270976c7aa7707f87d53912b983b5d9d1eba4e5d02f968ead,2022-07-22 03:07:30.000,52.0,137,42161,0x33052ba597fbe66b6e30eb9e2bf8f9887bff9de2,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
146,0x520fd55857fffb0f722bc24dc5a9fe92beb54919675c93e15ea9a98ae5764654,2022-07-22 03:29:34.000,50.941494,137,42161,0x33231c4171e4d6a864c05b6db61467ec2424efa5,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
147,0xb189c3dbd1e72a7fab3ab46f5f66bb25c7b263aea4795fffaeae2a114221aa67,2022-07-22 02:38:00.000,104.008519,137,42161,0x338728d20753c014c68e75baf35f09e2f66047fd,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
148,0xe6f21469d9b6766857ce95d7f3ae357232dda94a0655dce88a50e697610e81c5,2022-07-22 00:48:00.000,51.0,137,42161,0x33d8cdd8f2b66bf2fdcd7b1a84d047cea6642f80,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
149,0x94720d5c30c3ed654817a1ac534dfb6f2860af71d515ecfbbdc8245326344b47,2022-07-22 03:08:04.000,51.0,137,42161,0x34f9c0b11e67d72ad65c41ff90a6989846f28c22,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
150,0xbe543ecb8f9c50f5710574ee8ddbea1e951720818d4f2de6c9d32e2439864eae,2022-07-22 06:40:26.000,55.0,137,42161,0x35afcb8def56d38da912ff1bdb41315a9daa36d9,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
151,0x295cf1c4051aae196ddb0206b2d5feaabb6f999037702a149a895712555a2bf5,2022-07-22 04:10:08.000,50.0,137,42161,0x35d052c42ab1c9dc5473a1fe264d70a067bc863c,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
152,0x7ff7283a15fb2ce26c8ab7c5c22228704ff680596f43d310bc4343bcfcda761f,2022-07-22 04:02:56.000,51.0,137,42161,0x364ada6d549588a8b2e0d3819bc3d5479951742d,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
153,0xb36ddf01d4cc4670e6686150b742f4db911a09a9417c5de32946895efee5c265,2022-07-22 03:40:32.000,55.0,137,42161,0x364f4b2eee8920b6e476dfd4e531b6fd6bfc14cf,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
154,0xe85865c9b9ef82d6f16f16ce25c1ce7c96f09bddaf25e9e63c2d0023cad63bbd,2022-07-22 06:18:14.000,57.0,137,42161,0x366e58737164430af4aed2856840be9bb148bdc7,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
155,0x49bc631f29e94be56abea3261d50619be7cb03c0ee0f2c391a843d0a49dd9200,2022-07-22 06:51:12.000,51.0,137,42161,0x370c620d51d72f0db761b6fcd0a006fd85784565,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
156,0x1e6aa06a68f7848b146766df96d22dd581b8b8ea0e1eccd8a8fbdb4eb40c5ef5,2022-07-22 03:36:28.000,55.001134,137,42161,0x3722c12af38da3cf90a77861a36a756807888888,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
157,0xb3b96fd178abdc0fe33b87e816a8067a5f6ef50a2ea553ad18828e8031039acf,2022-07-22 06:04:50.000,55.0,137,42161,0x378ebf6bbaa0fc3afc4d42d42d890a0a20360d7b,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
158,0xa5095350dec92cb4bf4ce4e5788b84734dfd1f3cfeb40b3f75eb1c37ad1cb709,2022-07-22 06:04:50.000,55.0,137,42161,0x37a9e3bdf0b382ca23969caa58fecb20bb226488,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
159,0x79c37c830c111cb4a04d112b076e26bfa3e621611a1ae0f88c559633dde5f8bf,2022-07-22 07:18:18.000,56.0,137,42161,0x37ecd58d161daf7980aaeb669c016614d9588366,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
160,0xa4b8f6fc4045ebf331e91283c99b00fce365f79cb1be26279a49c9e634dfeca2,2022-07-22 06:27:56.000,55.0,137,42161,0x38107186057c3f7f7b1cfd2a16ff1855fc7f7d5b,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
161,0xb7f36b57b230d81489f26b713e389f31c4c5b8254a425fb1998bf4e6d2b878ae,2022-07-22 00:54:32.000,84.0,137,42161,0x382cab376440f92d4943f8b47dd45645cf98be0c,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
162,0x83368f339d2b119a2004087feafee76559bb071a649d0420412d8a7f3eba5798,2022-07-22 03:42:14.000,52.0,137,42161,0x38430336153468dcf36af5cea7d6bc472425633a,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
163,0x04635dd05cbfc32e5d05b469908ff7e4414b86c46252e8a3b5e0cd7ec1ff9f68,2022-07-22 05:48:26.000,55.0,137,42161,0x389014ba96e054c86a22b94b03ce66584841c9e0,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
164,0x08bb520d25432260e634391772465e4354528013474d41277e60276df3d7160b,2022-07-22 07:23:16.000,53.0,137,42161,0x38a8194dfc7e001805c89fe345f55be635f023ac,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
165,0x492de2a699d27bf5253bc228f5c5973b36571dbc07b7fbb7dfa1bbc072e7d3e2,2022-07-22 00:53:12.000,55.0,137,42161,0x38de91848080ab9a0e47d13e07f48033c805adae,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
166,0x8f81c911fd732abbe889c7c0fa8916e7c2cb21b189e031102bad568534e7f4e7,2022-07-22 03:30:40.000,53.912865,137,42161,0x38f0e547f6f617967b88043dd77195514ef85eda,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
167,0x0e4ff6d36aff57d5d8da7fe8bff8083299775da19b8692bf2907ce2e9285ca65,2022-07-22 04:33:52.000,51.377064,137,42161,0x398008a4ee0232f4433c95fba296f77f2f9b8e12,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
168,0x7c5c2195d54c73a317c8cb6b671c2b3db384ed0d413c960e069f952c04236ae9,2022-07-22 06:42:20.000,51.0,137,42161,0x3a1d4424b5923ab6aac48c6c71325a3d3e1731ca,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
169,0xd42ca1a411e34b8e45c713e05007eff0d0b6dc1f198ac0ad9343eeefb401f124,2022-07-22 04:21:50.000,100.0,137,42161,0x3a8b9b6d9286a42d3956a54dc60ec81c6865ce82,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
170,0xeb21c2ab1a037d19b62abc97623e06de41f8e8c439d223ebb6cc6e817a876e88,2022-07-21 06:40:00.000,122.580391,137,42161,0x3aeb8af92b2655c2a4f07cca7646c184e89de8cf,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,1,1
171,0x1083383ea68bc2faed6d00fe7e3e2590cd4091328ba4d4c782035b47cadcc355,2022-07-22 02:52:22.000,110.64574,137,42161,0x3aeb8af92b2655c2a4f07cca7646c184e89de8cf,0x69b5c72837769ef1e7c164abc6515dcff217f920,0x69b5c72837769ef1e7c164abc6515dcff217f920,2,1
