,WALLET,CONTRACT_ADDRESS,RAW_AMOUNT,EVENT_COUNT,BLOCKCHAIN,ADDRESS_NAME,LABEL_TYPE,LABEL_SUBTYPE,PROJECT_NAME
4198,0x382cab376440f92d4943f8b47dd45645cf98be0c,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-889811335900269000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4199,0x481787bba8c56f801db8bdb336844b771c011246,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-283713058433510000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4200,0xc7a7a3b3ff35d304d40942768a8ddb95ff142c05,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,9441724370992350,5,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4201,0xa61772d26cd91a9d69b565e89d812f59d7dd93b1,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4202,0x0696cca4f346552e2a8b822ce9afa50413976a0f,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-2453278384671110000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4203,0x05d987577901933e6e6e11ddc8c3b3592addffc8,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-473117415973930000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4204,0xc2161ca9232bc7d15eda90fa35f64c9219e01250,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-492078405916627000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4205,0xbe5c3717205ef314f01a280cc552b95aa9da4757,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-47260880848793200,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4206,0x2df60e2f7ce452e67be1cf8719304154a39e862d,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4207,0x992fb4f41663388cc611e8ef25e714a1541e456f,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4208,0x2a630e648db8677b0cfc2fc17bd93db5cc604d85,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,4,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4209,0xf42fc0ab50b06d6d85e988a567ad99fd9afc9aae,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,94409077948114200,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4210,0xb26bd81a1bba206e437dcb69bad4b78c753e9a38,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-9453420752337220,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4211,0xad93f02669830feccc20ed137c69947ebefda6be,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4212,0xa5384c086b2f1b99d87f747b2e962bf30727b44c,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4213,0x031240dcdb76d7ec68b953187268b03a38866df5,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4214,0x667002356ca44823c08cf37c95dfbea13a60459c,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4215,0x995effd76a982b5ea87b97d0dddc0381c12f3c0f,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4216,0xff1882511a5673194b252c35f2530562f74f47e4,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-94553030963344,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4217,0xf8926a177273202755f9fa930c96285e612375ac,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-8509204040949320,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4218,0x86bc0b034659801b92f10d85f8eefa40f5a97ee7,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4219,0x5b060d8c21b60d6904052be0dc6c2eb1888de74c,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4220,0x63a370abfc8ed6132025f6dc8244ddf6205c174b,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-46367798179608600,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4221,0x861778d1de9311c50092036ca6ecd440a8ce7556,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-179704393793476000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4222,0x70fba111574760e88e45cda9f4b008af8b17056a,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4223,0x860dd34b23dd54f17c0d7dab68b1e2a7a6b337e8,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4224,0xf1d0d8d8fe11474d87e963d0d732618620d3644b,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4225,0x4df1865fdbdc6cbc57b8445df78c1b0dcd3532d2,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4226,0x30070c3be65516b842f03159ec0ecb7e43247dc9,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4227,0xb9978bc938ff4294b7ec194817bee8bc7054676b,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-94533127313639600,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4228,0xd9293636ee3aa663fc563adb0912b0705dafb62c,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-23652521014392300,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4229,0x6535deb9447af157eefe0384da914e25e2439701,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4230,0x2031cc88e566e08e7cbd0b8363d36a4141731503,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4231,0x364ada6d549588a8b2e0d3819bc3d5479951742d,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-198743383543897000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4232,0xdebacea5338bcc00edcd99190c97e797de92f850,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4233,0x6a5b2e01ccc4ecc4d6114b9bc8851bf4f9fcc5eb,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-406959039651120000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4234,0x6a1588c07da2a6ddb54c1e5a1b4e9a89bcbc30f9,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,4,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4235,0x4fc06231d9bb175dacf6b482ea236d5de1101317,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-170080273839876000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4236,0xb2e0572174673054f97771974955812e96678623,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4237,0x51354b2a8d7d376686746b1fc318acacb291a4b1,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4238,0x44ff5c2b020a1316c7964d1484c27ebab066743c,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,944083432112446000,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4239,0x0b0f9f02d9aef778433dea88c4bec341d6c86834,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-2830978433918080000,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4240,0xb19f6698d63d51cfa0d6eb4490ca83fcd640f462,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,4,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4241,0x5fd0d6efcd6f28331177d333b406a6f9e5f72601,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4242,0xf222f955ecced246f3181d14fb4629469ceb7681,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4243,0x38430336153468dcf36af5cea7d6bc472425633a,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-9490224460690660000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4244,0xf82b3a0cd76ef3dcfaf772c27b2a39f1e1915494,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4245,0x38f0e547f6f617967b88043dd77195514ef85eda,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-19064377120800,5,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4246,0x81ba93b26bce8ca5d649b6607df15e6d45462d8f,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-312241612504511000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4247,0xf67a829f909a13ad7ab495399916c5f4eb69994f,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,94409081221973300,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4248,0x77617db6d81909ba28b5fccad2db92e5b9e8ae86,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-955898812452223000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4249,0xcd133d337ead9c2ac799ec7524a1e0f8aa30c3b1,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4250,0xfcdb212e7e7588d2dd2cc44c30f6c79fb507db4b,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-5677557952974660000,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4251,0x5915ed6fb94e95b133b96887a6f69162fb27f03a,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4252,0x9489e2a1556371cfebf4e5aeb6161fccb71faada,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,4,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4253,0x18e92faead9e7ba45ca96665033ae5f99dcd82f2,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-1031517297571430000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4254,0x7ff7c8a4b74a5da6e8d1a8d1991d9a8cbd6c4335,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-18902602403703900,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4255,0x4f27ee7ad5ef8d881f62511a36a245e99eaed800,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-189279690933105000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4256,0xbdf4cf8269c3883dd88975e1978a6aa9d3877f2e,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-189081052278426000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4257,0x0d3b8744600da2e200d2a46f676fd5a29b7bd1bc,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4258,0xfcbba374c538c50cee6f4b226025451f303587e8,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4259,0x522ea58a06842817a18b1fc6e2311c3c24094181,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-217684731548317000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4260,0x7fa68695364b67d5b82d07b5abd8284b27719186,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4261,0x1cc5c8ae16b8c5857c41981cafe958d592c3ba7e,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-31219228030821600,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4262,0x5b85f783e4607b70abdbb923320fb46a47c59a0a,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4263,0x2ed0f4e9769591d8eff038abd884187c8101c7f3,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-955931711480941000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4264,0x468abc7d7e19c598a9e44c978f18c28d52f57412,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4265,0x89768ca7e116d7971519af950dbbdf6e80b9ded1,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-123461424893072,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4266,0x591b0af7a233c5c349af9930532d25a72f27b59e,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-9453944960796440,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4267,0x1626255e55b3c8fa14c933646534e9f8726c649a,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4268,0xd80d57e2d1cbf09b14626ec3974f12c1952917c8,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-1031451345685550000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4269,0xf1f957595dc117128bf7d3ac5f71042a889b826a,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-946454907842719000,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4270,0x2e5ad9f3630f6638ca337bd8c2567da09430660b,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4271,0x85854a6d5d6f564d8cb8432a4d2ddfad7f43f2cf,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4272,0x76ce075e6ccb713099dee965f4124fb204c741ab,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4273,0x12c71b5ef0d1dcc074c3bf96d4e1ebb3d4a35701,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4274,0x3e4b5acab9370d54938e6f3d0458812d629cc813,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-9453420702225860,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4275,0x1fe2a51f2c800f5a3a72517e92dc2e4106a6248d,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4276,0x939d65c9b31b7d3de6bc93a473829a9268706dfd,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,7552657383578580000,4,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4277,0x7fbc69c7a4e14a5b85973f4dcec3572584726a3a,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-141940737161140000,5,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4278,0xbe42a09d29bfa9ee0f2f7d41eb25ac35a14627aa,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-198514707462607000,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4279,0x8e673100b9c1883b2c503d0d8ab718823357f5dd,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-1041000598697590000,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4280,0xf442bab1ad50d71ebc94a33abfdc6f369f88f285,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4281,0x5ffdce83c21820ecdd98db65d2801e42d74d9f01,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-9453412361886110,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4282,0xbdbc9751d73f29cfddb285eba08ffdb7b3395dfe,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4283,0x6eaf52ac0046d8233976cb79bb46e7d90e7d94ad,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-955903864228669000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4284,0x6058f8e21d7d736b574e80c2b57e73fdf360bae0,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4285,0xee9e35f525fc933a21e0bfa5df7df4cf51454ed8,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4286,0xf85d8b1db1f0820cdaa99db3dd75559960e322c1,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-4145259626354360000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4287,0x478c9bef4702ca6758f3ed760a51677f74813df5,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-4728236401363130000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4288,0xec307fe5d0cb6bcc5c29af019b0ffeae4926e756,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4289,0xe36011207b5186795e96f9b0eb1ea724b08ac482,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4290,0x41e260e8f07615418968c5fc7d10e277cf7eab56,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4291,0xea62985cef8823d9dd121acb7d6fb023c8888888,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4292,0xf3400d6aa004d2f06ff1045eeccef77af98faa74,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-18896357741271900,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4293,0xd490d7ac76d1fe8ec0572c7f69ca4e99514c6164,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4294,0xa69682799da3eee36a5bee59c3249f9c25a1157d,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,4,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4295,0xb94b4220265419cd8279706b23df25036862d1f8,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4296,0xd31a84c20bc430ad75e6a1903e7ddbee52211072,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-860616157509420000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4297,0x46885051db042ed7640de655e286c37bc102d197,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-9559977328843940,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4298,0x851c20e88ef7f761a372cca9ce425c46f9a79fd8,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4299,0xa76ebb6795927ae3d00638792fa028e5824e1f1b,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4300,0x9f3c061270c4492bc65bf976762742a861e6236a,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-491465964239033000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4301,0x59070f02fa3693bb7af1a41e80cc0ae3f1509e4b,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-1892914100135260000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4302,0x9a1e0c819f4e6608082cc28d515648edab043b85,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,9441743747568370,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4303,0xfb62eefd26fe8e655e6e7cb9bbcb4f388cf21bca,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4304,0x2b43b3fcc798bb824b927e26f75f4caa4cb3ba57,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4305,0x17918f0cd537e0523b24b590139fa0f99c06c4cf,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-1124294884474950000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4306,0x235528c3a4dba280582d14b2d8caa9e6389d1567,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,4716799222872300,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4307,0xab1dd643805a0c4c744d51b2785407ef531bd4db,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-189050346039667000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4308,0x88636ab40a140e585e50842bd582cf0acebaa20d,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4309,0x2b794662176cce58a59c929d80c70d460047d08c,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-113434175712374000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4310,0x5e4db3f9811974246080cc663726e465de27cdc3,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-576495466828174000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4311,0xe521f56b01ab762d14702e62183c3cd8fc65b364,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4312,0x240c0e67154c971bb22c284ba04196258d6a5099,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4313,0x79bdda65c706cbda69c0ad4c8da1d3e91724f48d,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-1891703111440310000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4314,0x65ff09cfdf329164e483f6d43d614d1cd149be62,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,94409091736849200,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4315,0x45c2cb53a900200b1a019951814b894d3973430b,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4316,0x1598c1f14d4563d0f2a27d9c125e43e73bac3e55,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,4,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4317,0x315e1a5c796b734585c27e615b774441372fbd08,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-9465413597792940,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4318,0xe4c140a67a3a95913a6e2fcfc6d6434d94c07641,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,16384,5,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4319,0xa0a0e4c41eac834d12f83120e298cd24fd6de1aa,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4320,0xe0e61b4a39f0cb349172228eae4273459c1c34b6,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,1888434613668100,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4321,0x364f4b2eee8920b6e476dfd4e531b6fd6bfc14cf,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4322,0xea6887f2b7d9eac0149b13f1a61019cba4b8a512,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,9441822773584990,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4323,0xacf1222153e2b795cc35c57c32edd8b8eae86279,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,4,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4324,0x5c0aed74917667f07786947ed677a7e3c808e006,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-47311537946173000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4325,0xf12475372c4f6cbf9cc39863e50897e9fdd4e3c3,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-47307532018108300,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4326,0xa98d4130afaf5cf4408388e56681f47c111ffcb5,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4327,0x4c7324a5af569e8c7d492317e1c355bc91152446,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,9441724415194600,3,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4328,0x098d3b9d61de50bd85059969d1b302047d0ac73a,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4329,0x6c726a6e975750e161e1e1524801c1d9d8ac1bff,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-633492571515358000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4330,0xea9bde7a71c015ec8ebb604c66f3f2d8e626348f,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-94549327916007,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4331,0xac77baa58fd4991c4cea791514948df4c24ef11e,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4332,0xe1a2cdd4fb58eee09da78db898adbadcfe5f1780,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,-946439703987752000,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
4333,0x8f01b1de52a5d11bfb0bca85a3a44545cf606e8b,0xe7a24ef0c5e95ffb0f6684b813a78f2a3ad7d171,0,2,polygon,curve.fi: aave lp token,dex,token_contract,curve fi
